Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator,passivator_smiles
727,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,PCBM,NIP,Cu(In0.3Ga0.7)3S5,Cu(In0.3Ga0.7)3S5,15.19,1049.0,26.1,1200.0,"{'test_name': 'T80', 'temperature': 20, 'time': 656, 'humidity': 30, 'retained_percentage_cont': 70, 'retained_percentage_tret': 70}","{'test_name': 'MPP', 'temperature': 55, 'time': 2400, 'humidity': 80, 'retained_percentage_cont': 30, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,Copper indium gallium sulfide,[Ga]=S.[In].[Cu]
729,,,,,PTFE,24.04,1.166,25.49,1.188,"{'test_name': 'stability', 'temperature': 1500, 'time': '1500 hours', 'humidity': 35, 'retained_percentage_cont': 80.4, 'retained_percentage_tret': 92.6}",,,,,,,,,,,,,,,,,,,,,,,,,,Polytetrafluoroethylene,FC(C(F)(F)[*:1])(F)[*:2]
732,PEA2(MA)3Pb4I13,PCBM,PIN,PEDOT:PSS,PbCl2,10.36,1.025,10.36,1.025,"{'test_name': 'Environmental stability', 'temperature': 25, 'time': 14, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,lead(II) chloride,[Pb](Cl)Cl
735,,n-NiOx,,NiOx,Capsaicin (CAP),20.09,1.099,20.48,1.108,"{'test_name': 'ISOS-D', 'temperature': 30, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': 92, 'retained_percentage_tret': 83}",,,,,,,,,,,,,,,,,,,,,,,,,,N-[(4-Hydroxy-3-methoxyphenyl)methyl]-8-methylnonanamide,OC1=C(C=C(C=C1)CNC(CCCCCCC(C)C)=O)OC
739,,SnO2,,,MgAc2,20.52,,22.02,1.209,"{'test_name': 'Thermal stability', 'temperature': 85, 'time': 1250, 'humidity': 30, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Magnesium acetate,C(C)(=O)[O-].[Mg+2].C(C)(=O)[O-]
743,,,,,CH3NH3PbI3 (MAPI),,,,,"{'test_name': None, 'temperature': 25, 'time': 40, 'humidity': '50%-60%', 'retained_percentage_cont': 20, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium lead iodide,[Pb](I)I.C[NH3+]
746,FAPbI3,ZnO,NIP,TFB,trimethylolpropane triacrylate (TMTA),20.7,,23.6,,"{'test_name': 'Accelerated aging test', 'temperature': None, 'time': '106.1 h', 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Trimethylolpropane triacrylate,C(C=C)(=O)O.C(C=C)(=O)O.C(C=C)(=O)O.C(O)C(CC)(CO)CO
749,,,,,difluoromethyl phosphonic acid diethyl ester (2F-PAE),20.54,1.087,23.69,1.188,"{'test_name': 'ambient air stability', 'temperature': 25, 'time': 1500, 'humidity': 60, 'retained_percentage_cont': 44, 'retained_percentage_tret': 82}","{'test_name': 'thermal stability', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 54, 'retained_percentage_tret': 81}",,,,,,,,,,,,,,,,,,,,,,,,,Difluoromethyl phosphonic acid diethyl ester,C(C)OP(OCC)(=O)C(F)F
750,FA 0.9 MA 0.06 Cs 0.04 PbI3,NiOx,NIP,C60,PEAI,,,26.1,1.195,"{'test_name': 'MPP tracking', 'temperature': 65, 'time': 1200, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
751,,,,,copper sulfide (CuS),,,6.85,0.59,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 66.85, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,copper sulfide,[Cu]=S
753,,SnO_x,,Spiro-OMeTAD,4-Acetamidobenzoic acid,19.3,1.08,22.51,1.14,"{'test_name': None, 'temperature': 25, 'time': 3000, 'humidity': 35, 'retained_percentage_cont': 81, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,4-acetamidobenzoic acid,C(C)(=O)NC1=CC=C(C(=O)O)C=C1
754,,,,,Parylene C,,,,,"{'test_name': 'Stability test', 'temperature': 85, 'time': 1000, 'humidity': 85, 'retained_percentage_cont': 82, 'retained_percentage_tret': None}","{'test_name': 'Stability test', 'temperature': 25, 'time': 196, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,poly(p-xylylene),C1(=CC=C(C=C1)C[*:2])C[*:1]
757,,,,,Benzyl methacrylate (BMA),22.88,1.141,25.31,1.184,"{'test_name': 'ISOS-D', 'temperature': 85, 'time': 1200, 'humidity': 85, 'retained_percentage_cont': 40.4, 'retained_percentage_tret': 85.1}","{'test_name': 'ISOS-L', 'temperature': 25, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 70.0, 'retained_percentage_tret': 89.6}",,,,"{'test_name': 'ISOS-T', 'temperature': 65, 'time': 240, 'humidity': None, 'retained_percentage_cont': 42.1, 'retained_percentage_tret': 90.1}",,,,,,,,,,,,,,,,,,,,,benzyl methacrylate,C(C(=C)C)(=O)OCC1=CC=CC=C1
761,PEA2SnI4,,,,FPEAI,,,,,"{'test_name': 'XRD', 'temperature': 22, 'time': 75, 'humidity': 50, 'retained_percentage_cont': 60, 'retained_percentage_tret': None}","{'test_name': 'XPS', 'temperature': 22, 'time': 60, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'Contact Angle', 'temperature': 22, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'UV-Vis Absorption', 'temperature': 22, 'time': 75, 'humidity': 50, 'retained_percentage_cont': 50, 'retained_percentage_tret': 60}",,,,,,,,,,,,,,,,,,,,2-(4-fluorophenyl)ethylammonium iodide,[I-].FC1=CC=C(C=C1)CC[NH3+]
763,,,,,pentaerythritol triacrylate (PETA),21.7,1.12,24.9,1.17,"{'test_name': None, 'temperature': None, 'time': 20000, 'humidity': None, 'retained_percentage_cont': 25.0, 'retained_percentage_tret': 92.0}",,,,,,,,,,,,,,,,,,,,,,,,,,Pentaerythritol triacrylate,C(C=C)(=O)OCC(COC(C=C)=O)(COC(C=C)=O)CO
766,FAPbI3,SnO2,n-i-p,,potassium 2-(N-morpholino)ethanesulfonate (MES-K),24.03,1152.0,25.14,1188.0,"{'test_name': 'Stability under ambient storage', 'temperature': 2000, 'time': '2000 h', 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}","{'test_name': 'Stability under LED illumination', 'temperature': 1000, 'time': '1000 h', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 90}",,25.51,0.8300000000000001,,,,,,,,,25.43,0.8200000000000001,,,,,,,,,,,,potassium 2-(morpholino)ethanesulfonate,O1CCN(CC1)CCS(=O)(=O)[O-].[K+]
773,,,,,PEAI,22.57,1.129,25.4,1.176,"{'test_name': 'stability_test_500h', 'temperature': 25, 'time': 500, 'humidity': None, 'retained_percentage_cont': 73.4, 'retained_percentage_tret': 94.5}","{'test_name': 'stability_test_1000h', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 22.02, 'retained_percentage_tret': 98.7}",,,,"{'test_name': 'stability_test_1700h', 'temperature': 25, 'time': 1700, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
774,PEA 2 (Cs 0.8 FA 0.2 ) n-1 Pb n Br 3n+1,,,,Octyltriphenylphosphonium bromide (OTPPB),,,6.5,,"{'test_name': 'Indoor storage', 'temperature': 25, 'time': 30, 'humidity': None, 'retained_percentage_cont': 96, 'retained_percentage_tret': 96}","{'test_name': 'Thermal stability', 'temperature': 80, 'time': 7, 'humidity': None, 'retained_percentage_cont': 97, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,octyl(triphenyl)phosphonium bromide,[Br-].C(CCCCCCC)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
777,,,,,Benzylphosphonic acid (BPA),,,,,"{'test_name': 'Stability test', 'temperature': 25, 'time': 32, 'humidity': None, 'retained_percentage_cont': 78, 'retained_percentage_tret': 28.9}",,,,,,,,,,,,,,,,,,,,,,,,,,Benzylphosphonic acid,C(C1=CC=CC=C1)P(O)(O)=O
782,CsPbBr3,,,,Isobutyramide,9.59,1.46,,,"{'test_name': 'ISOS-T', 'temperature': None, 'time': 45, 'humidity': None, 'retained_percentage_cont': 96, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,isobutyramide,C(C(C)C)(=O)N
789,,,,,Br-EPA,,,25.16,1.2,"{'test_name': 'operation stability', 'temperature': 40, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}","{'test_name': 'storage stability', 'temperature': 25, 'time': 8, 'humidity': '<5%', 'retained_percentage_cont': None, 'retained_percentage_tret': 25.05}",,,,,,,,,,,,,,,,,,,,,,,,,bromoeicosanoic acid,BrC(C(=O)O)CCCCCCCCCCCCCCCCCC
790,,,,,1-naphthylmethylammonium formate (NMACOOH),22.46,1.1,24.75,1.19,"{'test_name': 'stability test', 'temperature': 1800, 'time': '1800 h', 'humidity': '10% humidity', 'retained_percentage_cont': 98, 'retained_percentage_tret': None}","{'test_name': 'operational stability', 'temperature': 658, 'time': '658 h', 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 83}",,,,,,,,,,,,,,,,,,,,,,,,,1-naphthylmethylammonium formate,C(=O)[O-].C1(=CC=CC2=CC=CC=C12)C[NH3+]
793,CsPbBr3,,,,Methanol,6.09,1.18,7.91,1.39,"{'test_name': None, 'temperature': None, 'time': 600, 'humidity': None, 'retained_percentage_cont': 93, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,methanol,CO
797,,,,,methylenediammonium dichloride (MDACl2),,,25.28,1.176,"{'test_name': 'Stability test', 'temperature': 25, 'time': 10208, 'humidity': 5, 'retained_percentage_cont': 98, 'retained_percentage_tret': 85.5}",,,,,,,,,,,,,,,,,,,,,,,,,,methylenediammonium dichloride,[Cl-].[Cl-].C([NH3+])[NH3+]
799,,,,,MPA,,,4.3,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Mercaptopropionic acid,SC(C(=O)O)C
808,MAPbI3,TiO2,PIN,Carbon,5-aminovaleric acid (AVA),,,,,"{'test_name': 'Stability test', 'temperature': '25 1C', 'time': '16 hours', 'humidity': '70% RH', 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,5-aminovaleric acid,NCCCCC(=O)O
809,FA0.83Cs0.17PbI3,SnO2,NIP,,TAI (Tetradecylammonium iodide),16.66,1.03,19.97,1.09,"{'test_name': 'stability test', 'temperature': 25, 'time': 1500, 'humidity': 50, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}","{'test_name': 'stability test', 'temperature': 25, 'time': 900, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 95.9}",,,,,,,,,,,,,,,,,,,,,,,,,tetradecylammonium iodide,[I-].C(CCCCCCCCCCCCC)[NH3+]
812,Cs 0.05 (FA 0.81 MA 0.14)Pb (I 0.95 Br 0.05) 3,PC 61 BM,PIN,BCP,4-bromophenylacetic acid (4BrPA),23.52,1.14,23.31,1.18,"{'test_name': 'J-V measurements', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'PCE at MPP', 'temperature': None, 'time': '300 s', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'Voltage loss mechanism', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,4-bromophenylacetic acid,BrC1=CC=C(C=C1)CC(=O)O
813,Cs0.2FA0.8Pb(I0.8Br0.2)3,NiOx,NIP,Me-4PACz,Guanidine thiocyanate (GuSCN),17.67,1.15,20.92,1.2,"{'test_name': 'N2 storage', 'temperature': 25, 'time': 3384, 'humidity': 'dry', 'retained_percentage_cont': 95.4, 'retained_percentage_tret': None}","{'test_name': 'Air atmosphere', 'temperature': 25, 'time': 2112, 'humidity': 'air', 'retained_percentage_cont': 82.8, 'retained_percentage_tret': 86.6}",,,,,,,,,,,,,,,,,,,,,,,,,Guanidinium thiocyanate,[S-]C#N.NC(=[NH2+])N
820,CsPbBr3,NiOx,,PVK,5-aminovaleric acid and triphenylphosphine oxide,,,20.95,,"{'test_name': 'stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,C1(=CC=CC=C1)P(C1=CC=CC=C1)(C1=CC=CC=C1)=O.NCCCCC(=O)O
821,,SnO2,,spiro-OMeTAD,2-amino-3-methylbenzo[d]thiazol-3-ium iodide (AMBTI),20.5,1.083,24.2,1.166,"{'test_name': 'aging', 'temperature': 40, 'time': 500, 'humidity': 25, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,2-Amino-3-methylbenzo[d]thiazol-3-ium iodide,[I-].NC=1SC2=C([N+]1C)C=CC=C2
825,FAPbI3,SnO2,NIP,spiro-MeOTAD,KCl,17.37,0.905,20.59,1.059,"{'test_name': 'General stability test', 'temperature': None, 'time': 0.25, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,potassium chloride,[Cl-].[K+]
826,,,,,Benzaldehyde oxime (BZHO),,,23.32,0.884,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 800, 'humidity': None, 'retained_percentage_cont': 31, 'retained_percentage_tret': 82}","{'test_name': 'Thermal stability', 'temperature': 80, 'time': 800, 'humidity': None, 'retained_percentage_cont': 30, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,Benzaldehyde oxime,C(C1=CC=CC=C1)=NO
827, (4-FPEA) 2 MA 4 Pb 5 I 16,,,,formamidinium chloride (FACl),10.35,1.12,19.83,1.14,"{'test_name': 'thermal', 'temperature': 60, 'time': 1300, 'humidity': 60, 'retained_percentage_cont': 90, 'retained_percentage_tret': 92}","{'test_name': 'humidity', 'temperature': 60, 'time': 1300, 'humidity': 60, 'retained_percentage_cont': 49, 'retained_percentage_tret': 81}",,,,,,,,,,,,,,,,,,,,,,,,,formamidinium chloride,[Cl-].C(=[NH2+])N
830,,,,,Thioglycolic acid (TGA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thioglycolic acid,C(CS)(=O)O
831,,,,,MgF2,18.2,,21.28,,"{'test_name': 'ISOS-like', 'temperature': None, 'time': 300, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,magnesium fluoride,[F-].[Mg+2].[F-]
832,,,,,Strontium (Sr),,1.1,20.3,1.18,"{'test_name': 'Voc Increase', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Strontium,[Sr]
836,,,,,difluoroacetic anhydride (DFA),22.64,1.129,24.74,1.147,"{'test_name': 'stability', 'temperature': 25, 'time': 1152, 'humidity': 25, 'retained_percentage_cont': 70.25, 'retained_percentage_tret': 95.75}",,,,,,,,,,,,,,,,,,,,,,,,,,Difluoroacetic anhydride,FC(C(=O)OC(C(F)F)=O)F
842,CsPbI3,PTAA,NIP,C60 pyrrolidine tris-acid (CPTA),Cs4PbBr6,18.8,1.18,21.03,1.22,"{'test_name': 'mild ambient', 'temperature': 25, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': 76.33, 'retained_percentage_tret': 76.33}","{'test_name': 'humid environment', 'temperature': 25, 'time': 1000, 'humidity': 85, 'retained_percentage_cont': 56.38, 'retained_percentage_tret': 66.03}",,,,"{'test_name': 'damp heat', 'temperature': 85, 'time': 1000, 'humidity': 85, 'retained_percentage_cont': 8.71, 'retained_percentage_tret': 7.52}",,,,,,,,,,,,,,,,,,,,,Cesium lead bromide,[Pb](Br)Br.[Cs]
843,,,,,PEA,,,,,"{'test_name': 'Stability test under continuous light', 'temperature': 1000, 'time': '1000 hours', 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': None}","{'test_name': 'Storage in nitrogen', 'temperature': 6, 'time': '6 months', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 99}",,,,,,,,,,,,,,,,,,,,,,,,,phenylethylammonium,C1(=CC=CC=C1)CC[NH3+]
845,,,,,SnO2,,,25.44,1.179,"{'test_name': 'Stability test', 'temperature': 25, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Tin(IV) oxide,[Sn](=O)=O
846,CsPbI2.2Br0.8,,,,methylamine propionate,,,18.29,1.33,"{'test_name': 'air stability test', 'temperature': 50, 'time': 25, 'humidity': 'relative humidity', 'retained_percentage_cont': 0, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,methylamine propionate,C(CC)(=O)O.CN
848,CsPbI3,,,,CaCl2,,,,,"{'test_name': 'Temperature-dependent PL', 'temperature': 80, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,calcium chloride,[Cl-].[Ca+2].[Cl-]
850,,,,,niobium pentachloride (NCL),,,,,"{'test_name': 'air_storage', 'temperature': 25, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': 97.61, 'retained_percentage_tret': None}","{'test_name': 'mpp_tracking', 'temperature': 25, 'time': 1000, 'humidity': 35, 'retained_percentage_cont': None, 'retained_percentage_tret': 92.27}",,,,,,,,,,,,,,,,,,,,,,,,,Niobium(V) chloride,[Cl-].[Nb+5].[Cl-].[Cl-].[Cl-].[Cl-]
854,,NiOx,,,Aminoguanidine nitrate (AGN),17.85,,20.31,,"{'test_name': 'Stability test at 25°C and 25% humidity', 'temperature': 25, 'time': 1200, 'humidity': 25, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}","{'test_name': 'Stability test at 25°C and 85% humidity', 'temperature': 25, 'time': 800, 'humidity': 85, 'retained_percentage_cont': None, 'retained_percentage_tret': 60}",,,,"{'test_name': 'Stability test at 85°C in nitrogen atmosphere', 'temperature': 85, 'time': 400, 'humidity': None, 'retained_percentage_cont': 63, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,aminoguanidine nitrate,[N+](=O)(O)[O-].NNC(=N)N
864,,,,,"MAI (Methylammonium iodide), FAI (Formamidinium iodide)",15.0,,14.2,,"{'test_name': 'Stability test', 'temperature': 1000, 'time': 1000, 'humidity': 'air', 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium iodide,[I-].C[NH3+]
870,,,,,2-Methoxyphenylethylammonium iodide (2-MeO-PEAI),21.82,1.12,23.07,1.134,"{'test_name': 'MPP tracking stability', 'temperature': None, 'time': 340, 'humidity': None, 'retained_percentage_cont': 80.0, 'retained_percentage_tret': 94.0}","{'test_name': 'Long-term air stability', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 92.2}",,,,,,,,,,,,,,,,,,,,,,,,,2-Methoxyphenylethylammonium iodide,[I-].COC1=C(C=CC=C1)CC[NH3+]
872,,,,,sodium diethyldithiocarbamate,,,13.7,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,C(C)N(C([S-])=S)CC.[Na+]
873,FAPbI3,SnO2/ITO,NIP,Spiro-OMeTAD,magnesium glutamate,11.58,1.11,13.48,1.15,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 15, 'humidity': 20, 'retained_percentage_cont': 58, 'retained_percentage_tret': 72}",,,,,,,,,,,,,,,,,,,,,,,,,,,N[C@@H](CCC(=O)[O-])C(=O)[O-].[Mg+2]
876,,,,,n-octylammonium iodide (OAI),,,,,"{'test_name': 'Stability against humidity', 'temperature': 30, 'time': 1500, 'humidity': 50, 'retained_percentage_cont': 85, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,n-octylamine iodide,[I-].C(CCCCCCC)N
877,FA 0.91 Cs 0.09 PbI2 0.3 Br 0.7,C60,NIP,2PACz,LiF,15.2,0.91,17.5,1.1,"{'test_name': 'Aging', 'temperature': 50, 'time': 50, 'humidity': 'N/A', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,lithium fluoride,[F-].[Li+]
885,FA0.85Cs0.15PbI3,PCBM,NIP,PTAA,2-butynoic acid (BA),19.74,1.04,23.33,1.14,"{'test_name': 'Thermal aging', 'temperature': 85, 'time': 500, 'humidity': 'dry', 'retained_percentage_cont': 29.95, 'retained_percentage_tret': 81.06}","{'test_name': 'Air ambient stability', 'temperature': 20, 'time': 500, 'humidity': 40, 'retained_percentage_cont': 25.12, 'retained_percentage_tret': 72.03}",,,,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 1000, 'humidity': 'N2', 'retained_percentage_cont': 54.5, 'retained_percentage_tret': 93.98}",,,,,,,,,,,,,,,,,,,,,2-Butynoic acid,C(C#CC)(=O)O
887,FACsPbI3,PCBM,NIP,Me-4PACz,Pb(SCN)2,23.7,1.12,25.11,1.14,"{'test_name': 'ISOS-D', 'temperature': 65, 'time': 1000, 'humidity': 'ambient air', 'retained_percentage_cont': 78, 'retained_percentage_tret': 94}",,,,,,,,,,,,,,,,,,,,,,,,,,Lead(II) thiocyanate,[Pb](SC#N)SC#N
893,FA0.78Cs0.22Pb(I0.85Br0.15)3,PCBM,PIN,NiOx,Trifluoroacetyl)benzotriazole (TFABI),19.59,,21.54,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 60, 'humidity': '25-30%', 'retained_percentage_cont': 15, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,,trifluoroacetylbenzotriazole,FC(C(=O)C1=CC=CC=2NN=NC21)(F)F
894,,,,,Ag2S,,,,,"{'test_name': 'ISOS', 'temperature': 100, 'time': 1, 'humidity': None, 'retained_percentage_cont': 98, 'retained_percentage_tret': 96.8}",,,,,,,,,,,,,,,,,,,,,,,,,,Silver(I) sulfide,[S-2].[Ag+].[Ag+]
899,,,,,Hydrogen,,,,,"{'test_name': 'Thermal stability', 'temperature': 500, 'time': 5, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Hydrogen,[H]
900,Cs2BIBIX6,,,,Oleic acid (OA) and oleylamine (OLA),,,,,"{'test_name': 'Stability test', 'temperature': 100, 'time': 300, 'humidity': None, 'retained_percentage_cont': 73, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,oleic acid and oleylamine,C(CCCCCCC\C=C/CCCCCCCC)N.C(CCCCCCC\C=C/CCCCCCCC)(=O)O
901,,,,,Octylammonium iodide (OAI),12.97,1.01,14.64,1.05,"{'test_name': 'Long-term ambient stability', 'temperature': 'air', 'time': '30 days', 'humidity': '20 ± 5% RH', 'retained_percentage_cont': 91, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,octylammonium iodide,[I-].C(CCCCCCC)[NH3+]
903,FA 0.85 Cs 0.15 PbI3,SnO2,NIP,spiro-OMeTAD,Phenylphosphonic acid (PPA),18.95,,22.02,1.09,"{'test_name': 'Environmental stability', 'temperature': 25, 'time': 1000, 'humidity': 40, 'retained_percentage_cont': 91, 'retained_percentage_tret': None}","{'test_name': 'Thermal stability', 'temperature': 85, 'time': 500, 'humidity': None, 'retained_percentage_cont': 36, 'retained_percentage_tret': 86}",,,,,,,,,,,,,,,,,,,,,,,,,phenylphosphonic acid,C1(=CC=CC=C1)P(O)(O)=O
909,,,,,Thiophene-2-acetamide (TAA),18.25,1.08,20.62,1.11,"{'test_name': 'Stability at 35% humidity', 'temperature': 35, 'time': 320, 'humidity': 35, 'retained_percentage_cont': 63, 'retained_percentage_tret': 85}","{'test_name': 'Stability at 65% humidity', 'temperature': 65, 'time': 320, 'humidity': 65, 'retained_percentage_cont': 47, 'retained_percentage_tret': 76}",,,78.4,"{'test_name': 'Stability at 85% humidity and light', 'temperature': 85, 'time': 3, 'humidity': 85, 'retained_percentage_cont': 74, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,Thiophene-2-acetamide,S1C(=CC=C1)CC(=O)N
911,,,,,Al₂O₃,,,0.4,2.0,"{'test_name': 'stringing_loss', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,aluminium oxide,[O-2].[Al+3].[O-2].[O-2].[Al+3]
922,FA0.5Cs0.5PbI3,TiO2-SnO2,NIP,spiro-OMeTAD,MeO-PEAI,18.5,1.16,21.3,1.21,"{'test_name': 'PCE retention after 2000 hours of storage', 'temperature': 25, 'time': 2000, 'humidity': 10, 'retained_percentage_cont': 57, 'retained_percentage_tret': 96}",,,,,,,,,,,,,,,,,,,,,,,,,,2-(Methoxyphenyl)ethylammonium iodide,[I-].COC1=C(C=CC=C1)CC[NH3+]
