Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator
799,,,,,MPA,,,4.3,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Mercaptopropionic acid
800,,,,,"4,6-bis(diphenylphosphino)phenoxazine (2DPP)",,,21.9,,"{'test_name': 'air stability test', 'temperature': 30, 'time': 1000, 'humidity': 40, 'retained_percentage_cont': 75, 'retained_percentage_tret': None}","{'test_name': 'thermal stability test', 'temperature': 85, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,4
801,,,,,"1,1,2,2-tetra(4-methoxyphenyl)ethene (TMPE)",18.6,1.09,19.9,1.1,"{'test_name': None, 'temperature': None, 'time': 1200, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,1
802,,,,,CVE-DPA,19.88,1.08,22.05,1.12,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 78, 'retained_percentage_tret': 87}",,,,,,,,,,,,,,,,,,,,,,,,,,
808,MAPbI3,TiO2,PIN,Carbon,5-aminovaleric acid (AVA),,,,,"{'test_name': 'Stability test', 'temperature': '25 1C', 'time': '16 hours', 'humidity': '70% RH', 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,5-aminovaleric acid
809,FA0.83Cs0.17PbI3,SnO2,NIP,,TAI (Tetradecylammonium iodide),16.66,1.03,19.97,1.09,"{'test_name': 'stability test', 'temperature': 25, 'time': 1500, 'humidity': 50, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}","{'test_name': 'stability test', 'temperature': 25, 'time': 900, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 95.9}",,,,,,,,,,,,,,,,,,,,,,,,,tetradecylammonium iodide
810,,,,,F-PTABr,,,21.53,,"{'test_name': 'stability', 'temperature': 85, 'time': 600, 'humidity': 25, 'retained_percentage_cont': None, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,DT-1,9.36,0.966,20.65,1.11,"{'test_name': 'ISOS-D', 'temperature': 1000, 'time': 1000, 'humidity': 20, 'retained_percentage_cont': None, 'retained_percentage_tret': 90}","{'test_name': 'ISOS-LT', 'temperature': 60, 'time': 505, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}",,23.0,0.809,,,,,,,,,,,,,,,,,,,,,,
812,Cs 0.05 (FA 0.81 MA 0.14)Pb (I 0.95 Br 0.05) 3,PC 61 BM,PIN,BCP,4-bromophenylacetic acid (4BrPA),23.52,1.14,23.31,1.18,"{'test_name': 'J-V measurements', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'PCE at MPP', 'temperature': None, 'time': '300 s', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'Voltage loss mechanism', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,4-bromophenylacetic acid
813,Cs0.2FA0.8Pb(I0.8Br0.2)3,NiOx,NIP,Me-4PACz,Guanidine thiocyanate (GuSCN),17.67,1.15,20.92,1.2,"{'test_name': 'N2 storage', 'temperature': 25, 'time': 3384, 'humidity': 'dry', 'retained_percentage_cont': 95.4, 'retained_percentage_tret': None}","{'test_name': 'Air atmosphere', 'temperature': 25, 'time': 2112, 'humidity': 'air', 'retained_percentage_cont': 82.8, 'retained_percentage_tret': 86.6}",,,,,,,,,,,,,,,,,,,,,,,,,Guanidinium thiocyanate
814,,,,,Zn-assisted Fe²+ system,,,22.6,725.0,"{'test_name': 'pretreatment', 'temperature': None, 'time': 6, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
815,,SnO2,,,DCMA,,,,,"{'test_name': 'ISOS-L-3', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 89, 'retained_percentage_tret': 90}","{'test_name': 'ISOS-D-3', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 91, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,Composite of γ-mercaptopropyltrimethoxysilane (PropS-SH) and lawsone,,,,,"{'test_name': 'Chemical leaching test', 'temperature': None, 'time': 60, 'humidity': None, 'retained_percentage_cont': 77.89, 'retained_percentage_tret': 67.31}","{'test_name': 'Contact angle test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 83.98}",,,,"{'test_name': 'Electrochemical measurements', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,
817,,,,TPA-DBTDO-DTPA,TPA-DBTDO-DTPA,,,,,"{'test_name': 'aging', 'temperature': 'room temperature', 'time': 1000, 'humidity': None, 'retained_percentage_cont': 75.9, 'retained_percentage_tret': 69.3}",,,,,,,,,,,,,,,,,,,,,,,,,,
818,CH3NH3PbI3:In(SCN2H4)3Cl3,,,,In(SCN2H4)3Cl3,17.36,1.09,21.25,1.12,"{'test_name': 'aging', 'temperature': 20, 'time': 432, 'humidity': 'air', 'retained_percentage_cont': 30, 'retained_percentage_tret': 71}",,,,,,,,,,,,,,,,,,,,,,,,,,
820,CsPbBr3,NiOx,,PVK,5-aminovaleric acid and triphenylphosphine oxide,,,20.95,,"{'test_name': 'stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
821,,SnO2,,spiro-OMeTAD,2-amino-3-methylbenzo[d]thiazol-3-ium iodide (AMBTI),20.5,1.083,24.2,1.166,"{'test_name': 'aging', 'temperature': 40, 'time': 500, 'humidity': 25, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,2-Amino-3-methylbenzo[d]thiazol-3-ium iodide
822,,,,,"NaCl, NaBr, Na-Br, PCBM",15.7,0.65,5.4,0.55,"{'test_name': 'PID test', 'temperature': 60, 'time': 18, 'humidity': 60, 'retained_percentage_cont': 30, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,
823,,TAc-SnO2,,,HMPP and PETA,,1.1,19.52,1.12,"{'test_name': 'test_1', 'temperature': 30, 'time': 600, 'humidity': 50, 'retained_percentage_cont': 17.75, 'retained_percentage_tret': 83}",,,,,,,,,,,,,,,,,,,,,,,,,,
824,,,,,HEHP,,,25.7,,"{'test_name': 'ISOS-L', 'temperature': 30, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': 98, 'retained_percentage_tret': 98}",,,,,,,,,,,,,,,,,,,,,,,,,,
825,FAPbI3,SnO2,NIP,spiro-MeOTAD,KCl,17.37,0.905,20.59,1.059,"{'test_name': 'General stability test', 'temperature': None, 'time': 0.25, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,potassium chloride
826,,,,,Benzaldehyde oxime (BZHO),,,23.32,0.884,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 800, 'humidity': None, 'retained_percentage_cont': 31, 'retained_percentage_tret': 82}","{'test_name': 'Thermal stability', 'temperature': 80, 'time': 800, 'humidity': None, 'retained_percentage_cont': 30, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,Benzaldehyde oxime
827, (4-FPEA) 2 MA 4 Pb 5 I 16,,,,formamidinium chloride (FACl),10.35,1.12,19.83,1.14,"{'test_name': 'thermal', 'temperature': 60, 'time': 1300, 'humidity': 60, 'retained_percentage_cont': 90, 'retained_percentage_tret': 92}","{'test_name': 'humidity', 'temperature': 60, 'time': 1300, 'humidity': 60, 'retained_percentage_cont': 49, 'retained_percentage_tret': 81}",,,,,,,,,,,,,,,,,,,,,,,,,formamidinium chloride
828,,,,,Cu(acac)₂,,,,,"{'test_name': 'Stability test in dry, dark box', 'temperature': 20, 'time': 1680, 'humidity': 70, 'retained_percentage_cont': 92, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,copper(II) acetylacetonate
829,MAGeI3 and FA 0.75 Cs 0.25 SnI3,,,,MAGeI3 and FA 0.75 Cs 0.25 SnI3,,,29.26,2.08,"{'test_name': 'Stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,,,Thioglycolic acid (TGA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thioglycolic acid
831,,,,,MgF2,18.2,,21.28,,"{'test_name': 'ISOS-like', 'temperature': None, 'time': 300, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,magnesium fluoride
832,,,,,Strontium (Sr),,1.1,20.3,1.18,"{'test_name': 'Voc Increase', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Strontium
833,CsPbI3,TiO2,NIP,spiro-OMeTAD,"2,6-DAPy",20.1,1.252,21.8,1.18,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 25, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 89.94}",,,,,,,,,,,,,,,,,,,,,,,,,,2
834,,SnO2/EGT,,,ergothioneine (EGT),,,25.13,1.191,"{'test_name': 'Humidity', 'temperature': 30, 'time': 3024, 'humidity': 30, 'retained_percentage_cont': 90.68, 'retained_percentage_tret': None}","{'test_name': 'Thermal', 'temperature': 65, 'time': 1512, 'humidity': None, 'retained_percentage_cont': 90.12, 'retained_percentage_tret': None}",,,,"{'test_name': 'Operational', 'temperature': None, 'time': 930, 'humidity': None, 'retained_percentage_cont': 90.14, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,Ergothioneine
835,,,,,trimorpholinophosphine oxide (TMPPO),21.95,1.092,23.72,1.131,"{'test_name': 'dark-storage stability test', 'temperature': 22, 'time': 1250, 'humidity': None, 'retained_percentage_cont': 86.8, 'retained_percentage_tret': 92.7}","{'test_name': 'light-soaking test', 'temperature': 30, 'time': 300, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,
836,,,,,difluoroacetic anhydride (DFA),22.64,1.129,24.74,1.147,"{'test_name': 'stability', 'temperature': 25, 'time': 1152, 'humidity': 25, 'retained_percentage_cont': 70.25, 'retained_percentage_tret': 95.75}",,,,,,,,,,,,,,,,,,,,,,,,,,Difluoroacetic anhydride
837,CH3NH3PbI3,TiO2,PIN,CuSCN,Ag NP (50 nm),13.54,0.943,14.15,0.9447,"{'test_name': 'Thermal stability', 'temperature': 25, 'time': None, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,
839,Cs0.05 MA0.05 FA0.90 PbI3,C60,NIP,SAMs,PDMAI2,22.5,1.1,24.5,1.15,"{'test_name': 'Stability test', 'temperature': 65, 'time': 1200, 'humidity': 50, 'retained_percentage_cont': 38, 'retained_percentage_tret': 88}",,,,,,,,,,,,,,,,,,,,,,,,,,
840,,SnO2,,PTAA,CoHASF,22.58,,24.91,,"{'test_name': 'MPPT stability test', 'temperature': 1000, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 93.8, 'retained_percentage_tret': None}","{'test_name': 'Thermal aging test', 'temperature': 85, 'time': 600, 'humidity': None, 'retained_percentage_cont': 47.1, 'retained_percentage_tret': 80.6}",,,,,,,,,,,,,,,,,,,,,,,,,
842,CsPbI3,PTAA,NIP,C60 pyrrolidine tris-acid (CPTA),Cs4PbBr6,18.8,1.18,21.03,1.22,"{'test_name': 'mild ambient', 'temperature': 25, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': 76.33, 'retained_percentage_tret': 76.33}","{'test_name': 'humid environment', 'temperature': 25, 'time': 1000, 'humidity': 85, 'retained_percentage_cont': 56.38, 'retained_percentage_tret': 66.03}",,,,"{'test_name': 'damp heat', 'temperature': 85, 'time': 1000, 'humidity': 85, 'retained_percentage_cont': 8.71, 'retained_percentage_tret': 7.52}",,,,,,,,,,,,,,,,,,,,,Cesium lead bromide
843,,,,,PEA,,,,,"{'test_name': 'Stability test under continuous light', 'temperature': 1000, 'time': '1000 hours', 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': None}","{'test_name': 'Storage in nitrogen', 'temperature': 6, 'time': '6 months', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 99}",,,,,,,,,,,,,,,,,,,,,,,,,phenylethylammonium
844,FA0.75MA0.25SnI2.75Br0.25,PCBM,NIP,PEDOT:PSS,4-PyAO,7.41,0.5700000000000001,9.02,0.63,"{'test_name': 'aging', 'temperature': 'nitrogen atmosphere', 'time': 2500, 'humidity': 'dry', 'retained_percentage_cont': 80, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,SnO2,,,25.44,1.179,"{'test_name': 'Stability test', 'temperature': 25, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Tin(IV) oxide
846,CsPbI2.2Br0.8,,,,methylamine propionate,,,18.29,1.33,"{'test_name': 'air stability test', 'temperature': 50, 'time': 25, 'humidity': 'relative humidity', 'retained_percentage_cont': 0, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,methylamine propionate
848,CsPbI3,,,,CaCl2,,,,,"{'test_name': 'Temperature-dependent PL', 'temperature': 80, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,calcium chloride
850,,,,,niobium pentachloride (NCL),,,,,"{'test_name': 'air_storage', 'temperature': 25, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': 97.61, 'retained_percentage_tret': None}","{'test_name': 'mpp_tracking', 'temperature': 25, 'time': 1000, 'humidity': 35, 'retained_percentage_cont': None, 'retained_percentage_tret': 92.27}",,,,,,,,,,,,,,,,,,,,,,,,,Niobium(V) chloride
851,FAPbI3,SnO2,PIN,Spiro-OMeTAD,PEATFA,20.0,,24.05,,"{'test_name': 'XRD', 'temperature': None, 'time': '48 hours', 'humidity': '70 ± 5%', 'retained_percentage_cont': None, 'retained_percentage_tret': 100.5}","{'test_name': 'Water contact angle', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 61.2}",,,,"{'test_name': 'Long-term light stability', 'temperature': '25°C', 'time': '500 hours', 'humidity': '25% RH', 'retained_percentage_cont': 69.0, 'retained_percentage_tret': 94.5}",,,,,,,,,,,,,,,,,,,,,
853,PDMA:MA:4Pb:5I:16,PCBM,PIN,PEDOT:PSS,CsAc,15.3,1.07,18.1,1.12,"{'test_name': 'Photo-oxygen stability', 'temperature': 'Not explicitly mentioned', 'time': 'Not explicitly mentioned', 'humidity': 'Not explicitly mentioned', 'retained_percentage_cont': 'Over 10 times improvement', 'retained_percentage_tret': 'Not explicitly mentioned'}",,,,79.3,,,,,,,,,,,,High,17.7,,,,,,,,,
854,,NiOx,,,Aminoguanidine nitrate (AGN),17.85,,20.31,,"{'test_name': 'Stability test at 25°C and 25% humidity', 'temperature': 25, 'time': 1200, 'humidity': 25, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}","{'test_name': 'Stability test at 25°C and 85% humidity', 'temperature': 25, 'time': 800, 'humidity': 85, 'retained_percentage_cont': None, 'retained_percentage_tret': 60}",,,,"{'test_name': 'Stability test at 85°C in nitrogen atmosphere', 'temperature': 85, 'time': 400, 'humidity': None, 'retained_percentage_cont': 63, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,aminoguanidine nitrate
857,,SnO2,n-i-p,,Sodium lignosulfonate (SL),19.6,,21.12,,"{'test_name': 'shelf stability', 'temperature': None, 'time': 840, 'humidity': '20%', 'retained_percentage_cont': 13, 'retained_percentage_tret': 83}",,,,,,,,,,,,,,,,,,,,,,,,,,
859,,,,,MeO-2PACz,,,,,"{'test_name': 'stability test', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,L-PEAI,,,24.35,,"{'test_name': 'light_stability', 'temperature': 300, 'time': 100, 'humidity': None, 'retained_percentage_cont': 77.78, 'retained_percentage_tret': 91.8}","{'test_name': 'thermal_stability', 'temperature': 70, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 59, 'retained_percentage_tret': 96}",,,,,,,,,,,,,,,,,,,,,,,,,L-Phenethylammonium iodide
863,,,,,LP57,,,,,"{'test_name': 'HAXPES', 'temperature': None, 'time': 30, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 50}",,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,"MAI (Methylammonium iodide), FAI (Formamidinium iodide)",15.0,,14.2,,"{'test_name': 'Stability test', 'temperature': 1000, 'time': 1000, 'humidity': 'air', 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium iodide
865,PbI2,,,,cephalothin,22.39,1.152,24.45,1.166,"{'test_name': None, 'temperature': 25, 'time': 1000, 'humidity': 20, 'retained_percentage_cont': 80, 'retained_percentage_tret': 97}",,,,,,,,,,,,,,,,,,,,,,,,,,Cephalothin
866,,,,,Gly-E,,,,,"{'test_name': 'ISOS-D', 'temperature': 85, 'time': 600, 'humidity': 85, 'retained_percentage_cont': 93.8, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
868,,,,,DTTP-ThSO,,,23.3,1.14,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
869,PbZr0.4Ti0.6O3,,,,polystyrene sulfonate,,,,,"{'test_name': 'fatigue endurance', 'temperature': 'room temperature', 'time': '1000 cycles', 'humidity': None, 'retained_percentage_cont': '85', 'retained_percentage_tret': '85'}","{'test_name': 'thermal stability', 'temperature': '100 °C', 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': '95', 'retained_percentage_tret': '95'}",,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,2-Methoxyphenylethylammonium iodide (2-MeO-PEAI),21.82,1.12,23.07,1.134,"{'test_name': 'MPP tracking stability', 'temperature': None, 'time': 340, 'humidity': None, 'retained_percentage_cont': 80.0, 'retained_percentage_tret': 94.0}","{'test_name': 'Long-term air stability', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 92.2}",,,,,,,,,,,,,,,,,,,,,,,,,2-Methoxyphenylethylammonium iodide
871,,SnO2,,,"bis(2,2,2-trifluoroethyl) (methoxycarbonylmethyl)phosphonate (BTP)",21.94,1.132,24.26,1.17,"{'test_name': 'aging', 'temperature': None, 'time': 3000, 'humidity': None, 'retained_percentage_cont': 98.6, 'retained_percentage_tret': 84.2}","{'test_name': 'humidity', 'temperature': None, 'time': 3120, 'humidity': '10-20%', 'retained_percentage_cont': 82.3, 'retained_percentage_tret': 98.6}",,,,"{'test_name': 'light', 'temperature': None, 'time': 1728, 'humidity': None, 'retained_percentage_cont': 23.7, 'retained_percentage_tret': 54.5}",,,,,,,,,,,,,,,,,,,,,bis(2
872,,,,,sodium diethyldithiocarbamate,,,13.7,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,FAPbI3,SnO2/ITO,NIP,Spiro-OMeTAD,magnesium glutamate,11.58,1.11,13.48,1.15,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 15, 'humidity': 20, 'retained_percentage_cont': 58, 'retained_percentage_tret': 72}",,,,,,,,,,,,,,,,,,,,,,,,,,
874,"CsPbX3 (X = Cl, Br, or I)",,,,"Cs-oleate, oleic acid, oleylamine, and others",,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,,,"bis(2,4,6-trichlorophenyl) oxalate (TCPO)",,,25.68,1.179,"{'test_name': 'ISOS-D', 'temperature': 730, 'time': '24 hours', 'humidity': 30, 'retained_percentage_cont': 90.0, 'retained_percentage_tret': 94.1}",,,,,,,,,,,,,,,,,,,,,,,,,,bis(2
876,,,,,n-octylammonium iodide (OAI),,,,,"{'test_name': 'Stability against humidity', 'temperature': 30, 'time': 1500, 'humidity': 50, 'retained_percentage_cont': 85, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,n-octylamine iodide
877,FA 0.91 Cs 0.09 PbI2 0.3 Br 0.7,C60,NIP,2PACz,LiF,15.2,0.91,17.5,1.1,"{'test_name': 'Aging', 'temperature': 50, 'time': 50, 'humidity': 'N/A', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,lithium fluoride
878,Cs0.3FA0.7Pb0.7Sn0.3I3,C60,NIP,PEDOT:PSS,IM and CF3 BOM,16.2,0.784,22.05,0.91,"{'test_name': 'N2 aging', 'temperature': 'N2 atmosphere', 'time': '1200 h', 'humidity': 'dry', 'retained_percentage_cont': 94, 'retained_percentage_tret': None}","{'test_name': 'Light-induced aging', 'temperature': 'N2 atmosphere', 'time': '1000 h', 'humidity': 'dry', 'retained_percentage_cont': None, 'retained_percentage_tret': 87.2}",,,,,,,,,,,,,,,,,,,,,,,,,
879,MAPbI3,SnO2,n-i-p,Spiro-OMeTAD,PTACl,13.4,,17.6,,"{'test_name': 'Mechanical Bending', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,
880,,,,,PVB,18.87,1.056,22.47,1.162,"{'test_name': 'Water contact angle', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 69.1}","{'test_name': 'Long-term air stability', 'temperature': 25, 'time': 500, 'humidity': 45, 'retained_percentage_cont': 50, 'retained_percentage_tret': 92}",,,0.8170000000000001,"{'test_name': 'Thermal stability', 'temperature': 65, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,Polyvinyl butyral
882,,,,,Biocarbon,,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 92, 'retained_percentage_tret': 94.4}",,,,,,,,,,,,,,,,,,,,,,,,,,
883,,,,,Al2O3,,,10.8,,"{'test_name': 'Ageing in argon with low oxygen and moisture', 'temperature': 0, 'time': 1, 'humidity': 'Low', 'retained_percentage_cont': 72, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,,null
884,FAPbI3,SnO2,PIN,spiro-OMeTAD,"octafluoro-([1,1'-biphenyl]-4,4'-diyl)-dimethanaminium iodide (OFPP)",23.18,1.166,24.76,1.181,"{'test_name': 'Stability test under illumination', 'temperature': '25 °C', 'time': 1483, 'humidity': 'air', 'retained_percentage_cont': 84.0, 'retained_percentage_tret': 95.3}",,,,,,,,,,,,,,,,,,,,,,,,,,
