id,year,title,json_output
337,2024,Additive Engineering of Imidazolium-based cation for defect passivation with enhanced performance and stability of carbon-based perovskite solar cells,"{'perovskite_composition': 'MAPbI3 (IIL), MAPbI3 -PbBr2 (BIL), MAPbI3 -PbCl2 (CLIL)', 'electron_transport_layer': 'Carbon', 'pin_nip_structure': 'NIP', 'hole_transport_layer': None, 'passivating_molecule': '1-methyl-3-propylimidazolium iodide (1-MPII)', 'control_pce': 10.32, 'control_voc': 921, 'treated_pce': 13.73, 'treated_voc': 1005, 'test_1': {'test_name': 'Stability test', 'temperature': 45, 'time': 1100, 'humidity': '45 %', 'retained_percentage_cont': 84, 'retained_percentage_tret': 86}, 'test_2': {'test_name': 'Stability test', 'temperature': 45, 'time': 1100, 'humidity': '45 %', 'retained_percentage_cont': 72, 'retained_percentage_tret': 83}, 'test_3': {'test_name': 'Stability test', 'temperature': 45, 'time': 1100, 'humidity': '45 %', 'retained_percentage_cont': 70, 'retained_percentage_tret': 70}}"
338,2024,Single-Crystal Perovskite Halide: Crystal Growth to Devices Applications,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'MAI', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'MPP tracking', 'temperature': None, 'time': '200 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': '100'}}"
339,2024,Slot-die coating of niobium pentoxide applied as electron transport layer for perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': 'Nb2O5', 'pin_nip_structure': 'n-i-p', 'hole_transport_layer': None, 'passivating_molecule': 'Nb2O5', 'control_pce': 12, 'control_voc': 1, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'MPP tracking', 'temperature': None, 'time': 180, 'humidity': None, 'retained_percentage_cont': 9.5, 'retained_percentage_tret': None}}"
340,2024,Infrared PbS Quantum Dot-Lead Halide Perovskite Combinations for Breaking the Shockley-Queisser Limit,"{'perovskite_composition': 'CsPbI3 and PbS', 'electron_transport_layer': 'SnO2 NPs and ITO', 'pin_nip_structure': None, 'hole_transport_layer': 'PEDOT and Spiro-OMeTAD', 'passivating_molecule': None, 'control_pce': 26.7, 'control_voc': 1.1, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
341,2024,Zwitterion additive-assisted crystal growth regulation and defect passivation for high-performance inorganic perovskite solar cells ,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '3-(1-pyridinio)-1-propanesulfonate (PPS)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Inert atmosphere stability test', 'temperature': 25, 'time': 865, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Humid atmosphere stability test', 'temperature': 30, 'time': 760, 'humidity': 40, 'retained_percentage_cont': 72, 'retained_percentage_tret': 85}}"
342,2024,4-Methoxy phenethylammonium halide salts for surface passivation of perovskite films towards efficient and stable solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '4-MeO-PEACl', 'control_pce': 18.39, 'control_voc': 1.04, 'treated_pce': 22.63, 'treated_voc': 1.13, 'test_1': {'test_name': 'Thermal stress', 'temperature': 65, 'time': 312, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Long-term storage', 'temperature': None, 'time': 720, 'humidity': None, 'retained_percentage_cont': 56, 'retained_percentage_tret': 42}, 'test_3': {'test_name': 'Operational stability', 'temperature': 50, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 58, 'retained_percentage_tret': 84}}"
343,2024,Ruddlesden-Popper Tin-Based Halide Perovskite Field-Effect Transistors,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PEA', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Bias stress stability', 'temperature': None, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 40, 'retained_percentage_tret': 30}, 'test_2': {'test_name': 'On/Off switching', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}, 'test_3': {'test_name': 'Cycling test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
344,2024,Efficient and Stable Wide-Bandgap Methylammonium-Free Perovskite Solar Cells by Simultaneous Passivation and Cleaning with Diamine,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PDMA', 'control_pce': 18.23, 'control_voc': 1.14, 'treated_pce': 21.23, 'treated_voc': 1.2, 'test_1': {'test_name': 'stability', 'temperature': None, 'time': 800, 'humidity': 'air', 'retained_percentage_cont': 60, 'retained_percentage_tret': 80}}"
345,2024,Recent Developments in Halide Perovskite Nanocrystals for Indirect X-ray Detection,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PPO (2,5-diphenyloxazole)', 'control_pce': None, 'control_voc': None, 'treated_pce': 23000, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 500, 'time': '1 hour', 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}}"
346,2024,Dual-Functional Passivation Agent of Natural Dye Congo Red For Enhanced Carbonbased Perovskite Solar Cells,"{'perovskite_composition': 'CH3NH3PbI3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Congo Red', 'control_pce': 11.68, 'control_voc': 1.022, 'treated_pce': 16.22, 'treated_voc': 1.051, 'test_1': {'test_name': 'Stability test', 'temperature': '30-40% relative humidity at room temperature', 'time': '840 hours', 'humidity': '30-40%', 'retained_percentage_cont': 43.26, 'retained_percentage_tret': 87.21}}"
347,2024,Effects of the Addition of Tin Powder to Perovskite Precursor Solutions on Band Bending at PEDOT:PSS/Perovskite Interfaces in Mixed-Cation Mixed-Halide Tin Perovskite Solar Cells,"{'perovskite_composition': 'FA 0.75 MA 0.25 Sn(I 0.75 Br 0.25)3', 'electron_transport_layer': 'PEDOT:PSS', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'PEDOT:PSS', 'passivating_molecule': None, 'control_pce': 0.58, 'control_voc': 0.37, 'treated_pce': 0.66, 'treated_voc': 0.41, 'test_1': None, 'test_2': None}"
348,2024,Grain-boundary grooves in perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
349,2024,High Sensitivity X-Ray Detectors with Low Degradation Based on Deuterated Halide Perovskite Single Crystals,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'D0.99 MAPbI3', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'detection_limit', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
350,2024,Methylammonium Nitrate-Mediated Crystal Growth and Defect Passivation in Lead Halide Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Methylammonium Nitrate (MAN)', 'control_pce': 18.7, 'control_voc': None, 'treated_pce': 20.5, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 100, 'time': None, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}, 'test_2': {'test_name': 'ISOS-L', 'temperature': 100, 'time': None, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}}"
351,2024,Glue-like passivation by the natural alkene lycopene for efficient and stable perovskite solar cells: insights from a theoretical perspective †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'natural alkene lycopene', 'control_pce': 20.57, 'control_voc': None, 'treated_pce': 23.62, 'treated_voc': None, 'test_1': {'test_name': 'oxygen stability', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'moisture stability', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 90}}"
352,2024,Sonocrystallization of Lead-free layered Ruddlesden-Popper like 2-D hybrid halide perovskite as a light harvester for photovoltaics,"{'perovskite_composition': '(CH3NH3)2CuCl4', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Cl', 'control_pce': None, 'control_voc': None, 'treated_pce': 23.32, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': 200, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}}"
353,2024,Enhanced Photovoltaic Performance of Inverted Perovskite Solar Cells Employing a Cerium Oxide Passivation Layer,"{'perovskite_composition': 'Cs 0.05 FA 0.15 Pb(I 0.8 Br 0.2 ) 3', 'electron_transport_layer': 'PC 61 BM', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'NiO', 'passivating_molecule': 'CeO x', 'control_pce': 17.63, 'control_voc': 1.11, 'treated_pce': 19.3, 'treated_voc': 1.17, 'treated_jsc': 20.41, 'treated_ff': 81.08, 'test_1': {'test_name': 'ISOS-L', 'temperature': 25, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
354,2024,Stepwise Tailoring of Perovskite Nucleation Dynamics and Defect Formation Using a Supersaturation-Suppression Layer for Developing Efficient and Stable Perovskite Solar Cells,"{'perovskite_composition': 'FAPbI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'n-i-p', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'AgCl-based SSL', 'control_pce': 21.1, 'control_voc': 1.17, 'treated_pce': 23.4, 'treated_voc': 1.2, 'test_1': {'test_name': 'Humidity stability', 'temperature': 25, 'time': 500, 'humidity': 85, 'retained_percentage_cont': None, 'retained_percentage_tret': 99}}"
355,2024,Cu 2 (Thiourea)Br 2 Complex as a Multifunctional Interfacial Layer for Reproducible PTAA-Based p-i-n Perovskite Solar Cells,"{'perovskite_composition': 'CsPbI3:0.05, FAPbI3:0.82, MAPbBr3:0.13', 'electron_transport_layer': 'PEAI', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'PTAA', 'passivating_molecule': 'Cu2(Tu)Br2', 'control_pce': 17.3, 'control_voc': 1.07, 'treated_pce': 19.7, 'treated_voc': 1.14, 'test_1': {'test_name': 'Long-term thermal stability', 'temperature': 65, 'time': 2000, 'humidity': '50-60%', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}}"
356,2024,Application of Ti 3 C 2 T x MXene nanosheets and quantum-dots in halide perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Ti3C2Tx MXene', 'control_pce': 15.18, 'control_voc': None, 'treated_pce': 19.27, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 40, 'time': 1000, 'humidity': 40, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
357,2024,A comprehensive review on the advancements and challenges in perovskite solar cell technology,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'stability_test', 'temperature': 25, 'time': 30, 'humidity': 50, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'aging_test', 'temperature': 25, 'time': 30, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': 88}, 'test_3': {'test_name': 'stability_test', 'temperature': 25, 'time': 30, 'humidity': 50, 'retained_percentage_cont': 76, 'retained_percentage_tret': None}}"
358,2024,"A review on 4,4′-Dimethoxydiphenylamines bearing carbazoles as hole transporting materials for highly efficient perovskite solar cell","{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '4,4′-Dimethoxydiphenylamine (DMPA)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L', 'temperature': 60, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': 83, 'retained_percentage_tret': 90}}"
359,2024,Actuality and technology prospect of using perovskite quantum dot solar cells as the photovoltaic roof,"{'perovskite_composition': 'Perovskite quantum dot solar cells (PQDSC)', 'electron_transport_layer': 'ZnO', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'CsPbI3', 'passivating_molecule': 'Fluorographene quantum dots', 'control_pce': None, 'control_voc': None, 'treated_pce': 20.4, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}}"
360,2024,Modulation of Photo-Induced Phase Segregation and Stress-Driven Nanoscale Cracking in Hybrid Halide Perovskite Solar Cells,"{'perovskite_composition': 'CsPbI1.2Br1.8', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'spiro-OMeTAD', 'passivating_molecule': 'didodecyldimethylammonium bromide (DDAB)', 'control_pce': 9.63, 'control_voc': 1.26, 'treated_pce': 11.2, 'treated_voc': 1.28, 'test_1': {'test_name': 'stability', 'temperature': 30, 'time': 720, 'humidity': '30-45%', 'retained_percentage_cont': 71, 'retained_percentage_tret': 85}}"
361,2024,Organic-Hydrochloride-Modified ZnO Electron Transport Layer for Efficient Defect Passivation and Stress Release in Rigid and Flexible all Inorganic Perovskite Solar Cells,"{'perovskite_composition': 'CsPbI2Br', 'electron_transport_layer': 'ZnO', 'pin_nip_structure': 'inverted', 'hole_transport_layer': 'Spiro-OMeTAD:PTAA', 'passivating_molecule': 'Formamidine disulfide dihydrochloride (FADD)', 'control_pce': 13.86, 'control_voc': 1.189, 'treated_pce': 16.05, 'treated_voc': 1.222, 'test_1': {'test_name': 'Thermal stability', 'temperature': 80, 'time': 1200, 'humidity': 'N2 atmosphere', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Mechanical stability', 'temperature': None, 'time': 6000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 87}}"
362,2024,Molecule-triggered strain regulation and interfacial passivation for efficient inverted perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '6-bromocoumarin-3-carboxylic acid ethyl ester (BAEE)', 'control_pce': 24.24, 'control_voc': 1.151, 'treated_pce': 26.32, 'treated_voc': 1.201, 'test_1': {'test_name': 'UV stability in nitrogen', 'temperature': 25, 'time': 110, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}, 'test_2': {'test_name': 'UV stability in ambient air', 'temperature': 25, 'time': 6, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}, 'test_3': {'test_name': 'LED light stability', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}}"
